Projekt-Nummer: 20250999
Projektname: Musterstraﬂe
Versuchs-Nummer: CPTU 1
Kundenname: -
Ort: Musterhausen
Datum: 29.03.2025
Konus-Nummer: xxxxxx.Sxxxxx
Gel‰ndekante: 0,00
Wasserspiegel: 0,00
Vorbohrwerte: 0,00
E Coordinate: 0,000
N Coordinate: 0,000

Tiefe     qc        fs        u2        I         Rf        qt        ic        Su_min    Su_max    soilfr    soilbq    soilavg   IFA       
          [MPa]     [MPa]     [MPa]     [∞]       [%]       [MPa]               [kPa]     [kPa]                                   [∞]       

10,10     1,78      0,020     1,074     2,8       1,14      1,994     2,53      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,11     1,78      0,021     1,074     2,8       1,14      1,994     2,53      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,12     1,78      0,021     1,075     2,8       1,14      1,994     2,53      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,13     1,78      0,021     1,075     2,9       1,14      1,996     2,53      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,14     1,79      0,021     1,085     2,8       1,17      2,005     2,54      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,15     1,80      0,022     1,096     2,8       1,22      2,023     2,54      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,16     1,83      0,023     1,116     2,8       1,23      2,058     2,53      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,17     1,86      0,023     1,112     2,9       1,24      2,084     2,53      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,18     1,87      0,023     1,127     2,9       1,24      2,095     2,53      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,19     1,89      0,023     1,136     2,9       1,24      2,113     2,52      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,20     1,90      0,023     1,144     2,9       1,23      2,134     2,52      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,21     1,90      0,023     1,144     2,9       1,23      2,134     2,52      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,22     1,92      0,023     1,148     2,9       1,22      2,150     2,51      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,23     1,93      0,023     1,149     2,8       1,22      2,158     2,51      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,24     1,93      0,023     1,149     2,9       1,22      2,162     2,51      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,25     1,93      0,023     1,149     2,9       1,21      2,158     2,51      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,26     1,92      0,023     1,150     2,8       1,21      2,154     2,51      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,27     1,91      0,023     1,149     2,9       1,21      2,142     2,52      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,28     1,90      0,023     1,149     2,9       1,21      2,127     2,52      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,29     1,90      0,023     1,150     2,9       1,21      2,126     2,52      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,30     1,90      0,023     1,150     2,8       1,22      2,126     2,52      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,31     1,90      0,023     1,151     2,8       1,23      2,127     2,53      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,32     1,90      0,023     1,153     2,9       1,23      2,128     2,53      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,33     1,90      0,024     1,157     2,9       1,25      2,132     2,53      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,34     1,91      0,024     1,162     2,9       1,27      2,141     2,53      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,35     1,91      0,025     1,164     2,9       1,31      2,141     2,54      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,36     1,90      0,026     1,159     2,9       1,39      2,137     2,55      68,210    85,270    4,0       3,0       4,0       UNDEF     
10,37     1,89      0,029     1,151     2,9       1,52      2,119     2,58      67,590    84,480    4,0       3,0       4,0       UNDEF     
10,38     1,87      0,031     1,145     2,9       1,59      2,099     2,60      66,800    83,500    4,0       3,0       4,0       UNDEF     
10,39     1,85      0,034     1,143     2,9       1,76      2,083     2,63      66,170    82,720    4,0       3,0       4,0       UNDEF     
10,40     1,85      0,035     1,143     2,9       1,80      2,077     2,64      65,930    82,410    4,0       3,0       4,0       UNDEF     
10,41     1,85      0,036     1,142     2,9       1,81      2,077     2,65      65,920    82,400    4,0       3,0       4,0       UNDEF     
10,42     1,85      0,036     1,143     2,9       1,79      2,077     2,65      65,910    82,390    4,0       3,0       4,0       UNDEF     
10,43     1,85      0,036     1,144     2,9       1,78      2,077     2,65      65,910    82,380    4,0       3,0       4,0       UNDEF     
10,44     1,85      0,036     1,147     2,9       1,76      2,084     2,65      66,130    82,670    4,0       3,0       4,0       UNDEF     
10,45     1,87      0,036     1,162     2,8       1,75      2,106     2,64      66,900    83,630    4,0       3,0       4,0       UNDEF     
10,46     2,20      0,036     1,216     2,8       1,74      2,439     2,54      79,790    99,730    4,0       3,0       4,0       UNDEF     
10,47     2,33      0,036     1,265     2,9       1,73      2,585     2,51      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,48     2,34      0,036     1,260     2,9       1,71      2,592     2,50      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,49     2,32      0,035     1,162     2,9       1,65      2,553     2,51      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,50     2,29      0,034     1,152     2,9       1,60      2,523     2,51      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,51     2,28      0,034     1,104     3,0       1,59      2,498     2,52      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,52     2,24      0,034     1,102     3,0       1,57      2,459     2,53      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,53     2,19      0,034     1,101     2,9       1,56      2,412     2,54      79,570    99,470    4,0       3,0       4,0       UNDEF     
10,54     2,17      0,034     1,101     2,9       1,55      2,393     2,54      78,790    98,490    4,0       3,0       4,0       UNDEF     
10,55     2,15      0,034     1,101     3,0       1,54      2,370     2,55      77,850    97,310    4,0       3,0       4,0       UNDEF     
10,56     2,12      0,034     1,101     2,9       1,54      2,342     2,56      76,750    95,940    4,0       3,0       4,0       UNDEF     
10,57     2,11      0,034     1,102     2,9       1,55      2,335     2,56      76,430    95,540    4,0       3,0       4,0       UNDEF     
10,58     2,11      0,034     1,103     2,9       1,56      2,327     2,56      76,120    95,150    4,0       3,0       4,0       UNDEF     
10,59     2,10      0,034     1,102     2,9       1,56      2,325     2,57      76,030    95,040    4,0       3,0       4,0       UNDEF     
10,60     2,10      0,034     1,102     2,9       1,57      2,324     2,57      75,990    94,980    4,0       3,0       4,0       UNDEF     
10,61     2,10      0,034     1,102     2,9       1,56      2,324     2,57      75,960    94,950    4,0       3,0       4,0       UNDEF     
10,62     2,10      0,034     1,103     2,9       1,56      2,325     2,57      75,990    94,980    4,0       3,0       4,0       UNDEF     
10,63     2,11      0,034     1,110     2,9       1,56      2,327     2,57      76,010    95,010    4,0       3,0       4,0       UNDEF     
10,64     2,11      0,034     1,128     2,9       1,55      2,332     2,57      76,070    95,090    4,0       3,0       4,0       UNDEF     
10,65     2,15      0,034     1,147     2,9       1,55      2,379     2,55      77,770    97,210    4,0       3,0       4,0       UNDEF     
10,66     2,18      0,034     1,168     3,0       1,54      2,414     2,55      79,000    98,750    4,0       3,0       4,0       UNDEF     
10,67     2,23      0,034     1,196     2,9       1,53      2,466     2,53      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,68     2,25      0,035     1,208     3,0       1,54      2,492     2,53      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,69     2,29      0,035     1,223     3,0       1,57      2,530     2,53      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,70     2,32      0,036     1,244     3,0       1,60      2,573     2,52      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,71     2,34      0,036     1,248     2,9       1,60      2,589     2,52      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,72     2,33      0,037     1,245     2,9       1,59      2,581     2,52      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,73     2,33      0,037     1,246     3,0       1,59      2,583     2,52      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,74     2,34      0,037     1,247     3,0       1,58      2,585     2,52      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,75     2,34      0,037     1,250     3,0       1,58      2,590     2,52      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,76     2,35      0,037     1,257     3,0       1,57      2,599     2,52      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,77     2,37      0,037     1,274     3,0       1,57      2,629     2,51      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,78     2,40      0,037     1,289     3,0       1,56      2,660     2,50      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,79     2,41      0,035     1,303     3,0       1,49      2,666     2,49      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,80     2,45      0,035     1,325     2,9       1,48      2,717     2,48      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,81     2,46      0,035     1,256     3,0       1,47      2,715     2,48      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,82     2,44      0,035     1,171     2,9       1,48      2,671     2,49      UNDEF     UNDEF     5,0       4,0       5,0       31,600    
10,83     2,41      0,035     1,168     3,0       1,48      2,639     2,50      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,84     2,36      0,035     1,158     3,0       1,48      2,591     2,51      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,85     2,32      0,035     1,156     3,0       1,48      2,551     2,52      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,86     2,25      0,035     1,156     3,0       1,50      2,485     2,54      81,790    102,200   4,0       3,0       4,0       UNDEF     
10,87     2,25      0,037     1,157     2,9       1,54      2,485     2,55      81,780    102,200   4,0       3,0       4,0       UNDEF     
10,88     2,25      0,036     1,157     2,9       1,51      2,485     2,55      81,770    102,200   4,0       3,0       4,0       UNDEF     
10,89     2,25      0,037     1,158     3,0       1,53      2,486     2,55      81,760    102,200   4,0       3,0       4,0       UNDEF     
10,90     2,25      0,039     1,161     3,0       1,62      2,486     2,57      81,750    102,200   4,0       3,0       4,0       UNDEF     
10,91     2,25      0,040     1,183     2,9       1,65      2,491     2,58      81,750    102,200   4,0       3,0       4,0       UNDEF     
10,92     2,32      0,041     1,215     3,0       1,66      2,563     2,56      84,390    105,500   4,0       3,0       4,0       UNDEF     
10,93     2,40      0,041     1,235     3,0       1,64      2,649     2,54      87,640    109,600   4,0       3,0       4,0       UNDEF     
10,94     2,45      0,041     1,257     3,0       1,62      2,704     2,53      89,650    112,100   4,0       3,0       4,0       UNDEF     
10,95     2,60      0,041     1,261     3,0       1,60      2,848     2,49      UNDEF     UNDEF     5,0       4,0       5,0       31,940    
10,96     2,59      0,041     1,264     3,0       1,58      2,841     2,50      UNDEF     UNDEF     5,0       4,0       5,0       31,910    
10,97     2,66      0,041     1,281     3,0       1,55      2,914     2,48      UNDEF     UNDEF     5,0       4,0       5,0       32,080    
